filename,img_type,ASM,MPR,ENT,TR
SCR-20240422-nzej.png,default,16436450210752,955165740,-27369638728855.76,76772851008
SCR-20240422-nzej.png,contrast,15342932779136,955165740,-26521432845233.383,73206898912
SCR-20240422-nzix.png,default,67144724572160,944821920,-110763053896230.22,97186976320
SCR-20240422-nzix.png,contrast,41440184657920,944821920,-89806070246508.66,75811769824
SCR-20240422-opag.png,default,7439636809216,1266346320,-38596549901565.95,79854309120
SCR-20240422-opag.png,contrast,7435332236800,1266346320,-38596815939054.43,79874173376
